City,District,SEGE_2022_Rank_Turkiye,Rank_Within_City,Dominant_Age_Groups,Population_Gender_Ratio,Household_Expenditure_Highlights,Business_Openings_2023,Business_Closures_2023,Key_Trends,Key_Opportunities,Key_Challenges
Antalya,Demre,769,9,Aging Population (55+),Slight Male Majority due to female migration,"Overwhelmingly focused on agricultural supplies, healthcare, and basic food items.",8,18,"Economic contraction, decline of small-scale farming, population decline.","Government subsidies for agriculture, niche organic farming, rural tourism.","Outward migration of youth, lack of economic diversification, poor infrastructure."
Antalya,Kaş,259,2,Diverse Mix (Tourism) or Young Families (Suburbs),Slight Female Majority,"High seasonal spending on tourism, accommodation, and food. In suburbs, focus on education and mortgages.",104,134,Heavy reliance on tourism season. Rapid residential development in suburban areas.,"Eco-tourism, boutique hotels, year-round activities, family-oriented services in suburbs.","Seasonal economy, high business turnover, infrastructure lagging behind development."
Antalya,Kemer,553,10,Aging Population (55+),Slight Male Majority due to female migration,"Overwhelmingly focused on agricultural supplies, healthcare, and basic food items.",11,11,"Economic contraction, decline of small-scale farming, population decline.","Government subsidies for agriculture, niche organic farming, rural tourism.","Outward migration of youth, lack of economic diversification, poor infrastructure."
Antalya,Kepez,71,3,Working Class Families (25-55),Balanced,"Spending focused on home goods, transportation, education, and retail.",137,104,"Dominated by industry, manufacturing, and logistics. Growth in supporting service sectors.","Vocational training, modern worker housing, supply chain services, affordable family entertainment.","Infrastructure strain, environmental pollution, skilled labor shortages."
Antalya,Konyaaltı,518,5,Aging Population (55+),Slight Male Majority due to female migration,"Overwhelmingly focused on agricultural supplies, healthcare, and basic food items.",5,13,"Economic contraction, decline of small-scale farming, population decline.","Government subsidies for agriculture, niche organic farming, rural tourism.","Outward migration of youth, lack of economic diversification, poor infrastructure."
Antalya,Korkuteli,912,11,Aging Population (55+),Slight Male Majority due to female migration,"Overwhelmingly focused on agricultural supplies, healthcare, and basic food items.",19,16,"Economic contraction, decline of small-scale farming, population decline.","Government subsidies for agriculture, niche organic farming, rural tourism.","Outward migration of youth, lack of economic diversification, poor infrastructure."
Antalya,Kumluca,839,7,Aging Population (55+),Slight Male Majority due to female migration,"Overwhelmingly focused on agricultural supplies, healthcare, and basic food items.",23,25,"Economic contraction, decline of small-scale farming, population decline.","Government subsidies for agriculture, niche organic farming, rural tourism.","Outward migration of youth, lack of economic diversification, poor infrastructure."
Antalya,Manavgat,566,12,Aging Population (55+),Slight Male Majority due to female migration,"Overwhelmingly focused on agricultural supplies, healthcare, and basic food items.",11,20,"Economic contraction, decline of small-scale farming, population decline.","Government subsidies for agriculture, niche organic farming, rural tourism.","Outward migration of youth, lack of economic diversification, poor infrastructure."
Antalya,Muratpaşa,49,3,Working Class Families (25-55),Balanced,"Spending focused on home goods, transportation, education, and retail.",171,83,"Dominated by industry, manufacturing, and logistics. Growth in supporting service sectors.","Vocational training, modern worker housing, supply chain services, affordable family entertainment.","Infrastructure strain, environmental pollution, skilled labor shortages."
Antalya,Serik,946,18,Aging Population (55+),Slight Male Majority due to female migration,"Overwhelmingly focused on agricultural supplies, healthcare, and basic food items.",19,12,"Economic contraction, decline of small-scale farming, population decline.","Government subsidies for agriculture, niche organic farming, rural tourism.","Outward migration of youth, lack of economic diversification, poor infrastructure."
Artvin,Ardanuç,756,17,Aging Population (55+),Slight Male Majority due to female migration,"Overwhelmingly focused on agricultural supplies, healthcare, and basic food items.",25,30,"Economic contraction, decline of small-scale farming, population decline.","Government subsidies for agriculture, niche organic farming, rural tourism.","Outward migration of youth, lack of economic diversification, poor infrastructure."
Artvin,Arhavi,949,14,Aging Population (55+),Slight Male Majority due to female migration,"Overwhelmingly focused on agricultural supplies, healthcare, and basic food items.",6,18,"Economic contraction, decline of small-scale farming, population decline.","Government subsidies for agriculture, niche organic farming, rural tourism.","Outward migration of youth, lack of economic diversification, poor infrastructure."
Artvin,Merkez,542,1,"Mixed Population, slight aging trend",Balanced,"Focus on basic necessities, local retail, and agriculture-related products.",63,59,"Stagnant local economy, with some growth from being the provincial administrative center.","Modernizing local agriculture, government service support, local product branding.","Limited employment opportunities, brain drain to larger cities, underdeveloped infrastructure."
Artvin,Borçka,708,9,Aging Population (55+),Slight Male Majority due to female migration,"Overwhelmingly focused on agricultural supplies, healthcare, and basic food items.",8,16,"Economic contraction, decline of small-scale farming, population decline.","Government subsidies for agriculture, niche organic farming, rural tourism.","Outward migration of youth, lack of economic diversification, poor infrastructure."
Artvin,Hopa,638,8,Aging Population (55+),Slight Male Majority due to female migration,"Overwhelmingly focused on agricultural supplies, healthcare, and basic food items.",20,21,"Economic contraction, decline of small-scale farming, population decline.","Government subsidies for agriculture, niche organic farming, rural tourism.","Outward migration of youth, lack of economic diversification, poor infrastructure."
Artvin,Kemalpaşa,973,20,Aging Population (55+),Slight Male Majority due to female migration,"Overwhelmingly focused on agricultural supplies, healthcare, and basic food items.",18,10,"Economic contraction, decline of small-scale farming, population decline.","Government subsidies for agriculture, niche organic farming, rural tourism.","Outward migration of youth, lack of economic diversification, poor infrastructure."
